Video ID,Published Date,Comment,Channel ID,Like Count,Commenter,Comment Date
JPekiqHWeuM,2024-08-13T16:47:47Z,“The rumbling” is the funniest thing I’ve heard today,UCalc80nzzbREWYmRkERy5JA,8751,UCj9DLF1Ib79pspxeHqq8Pcw,2024-08-13 17:32:30
JPekiqHWeuM,2024-08-13T16:47:47Z,Bro 80 percent of the earth's population gonna go with this one,UCalc80nzzbREWYmRkERy5JA,4264,UCqaajVgEYKbs_JWGMlPh-yg,2024-08-13 17:38:21
JPekiqHWeuM,2024-08-13T16:47:47Z,"Here some ability ideas

1.Freeze:
When you shoot an opponent they are Frozen,They Will break free after some time
2.Thunderbolt:
You Will create a stick of lightning and when you shoot it there Will be a lightning strike from above
3.Meditate:
You stay in a place for a long time and then you Became Invincible(Nothing Can Kill You) When you are on the water you Will just work this won't last long
4.Hypnotize:
You need to shoot your opponent a couple time then you Will control them you can either kill the body your in or use it to fight someone else if the body died then you get teleported to where you are before Hypnotizing(When you hypnotize people you Will be gone)
5.Levitation:
Makes you float in the air for a couple amount of time
6.Wind Breath:
Make you charger and then blow your breath pushing the people away 
7.Soul Chain:
Attract your enemy to eachother if one of them die they both die it Will be gone after a while
8.Gravity Force:
So you Will shoot a ray with a ring on its tip and you can move the ring,You can control anything inside it
9.Shield:
Creates a barrier that Will protect you from any attack except if you fall in water
10.Flashbang:
You Will throw a grenadd thar makes the opponent screen white for a couple of seconds
11.Steal:
You Will randomly steal your opponent ability and that ability Will be swapped with your steal ability
12.Seed:
You Will shoot a seed that Will grow some spike and strike your opponent body
13.Enchance:
It makes your body glow and buff your ability like making Arrow shot Time Stop and Missile and more Faster,It makes Revive and Dash Cooldown faster if your using Push and The Muscle Slime ability it Will make you stronger so you can use a bigger object
Edit:Guys chill im just giving idea don't be mad",UCalc80nzzbREWYmRkERy5JA,78,UCpjqXDxRLB6ND2d7o6VyD7w,2024-09-16 08:58:56
JPekiqHWeuM,2024-08-13T16:47:47Z,"This makes me SOOOOO happy. The abilities and goofy combos in this game are so incredibly fun, my mate and I will just play for hours. Thank you for all you do",UCalc80nzzbREWYmRkERy5JA,1214,UCGU0T4-FVpv_3mgK4k0B_vA,2024-08-13 20:24:12
JPekiqHWeuM,2024-08-13T16:47:47Z,"The online NEEDS a chat of sorts, it doesn't need to be voice chat, but so much of the fun comes from interactions with players",UCalc80nzzbREWYmRkERy5JA,880,UChhImv0ITLufJV0T9RzwN-Q,2024-08-16 17:09:16
JPekiqHWeuM,2024-08-13T16:47:47Z,"*nom*
""aaaaaaah.""
-two of the funniest lines I've ever heard 😂",UCalc80nzzbREWYmRkERy5JA,8,UCmeDrk3xv2LkC4oSQ1BKniw,2024-09-07 13:04:10
JPekiqHWeuM,2024-08-13T16:47:47Z,"An Attack on Titan reference was not what i expected

A surprise to be sure, but a welcome one",UCalc80nzzbREWYmRkERy5JA,626,UC5t1DmU4UV_AyqbWwEOTmWw,2024-08-14 16:14:50
JPekiqHWeuM,2024-08-13T16:47:47Z,Add portal ability that you can throw abilities through but players can’t go through. It would give a better combo ability for the laser and also genuinely quite interesting.,UCalc80nzzbREWYmRkERy5JA,1500,UCY9n_e_iZosiAKKhhQz8utw,2024-08-13 16:53:40
JPekiqHWeuM,2024-08-13T16:47:47Z,"Your game is the best. And i buy your game. I
 like this i subskribe you🥰😄",UCalc80nzzbREWYmRkERy5JA,2,UCy3bEzSnjx9gGYMQ_4E6Mjg,2024-10-09 20:38:06
JPekiqHWeuM,2024-08-13T16:47:47Z,Whenever the earth needs him... He cooks up some goofy but brilliant updates.,UCalc80nzzbREWYmRkERy5JA,113,UCwcYoZB6NHnx-mGMmyAcy1A,2024-08-16 22:37:55
JPekiqHWeuM,2024-08-13T16:47:47Z,Not the rumbling,UCalc80nzzbREWYmRkERy5JA,425,UCJkeI6vR3qkyb3CGTDhDewg,2024-08-13 16:49:05
JPekiqHWeuM,2024-08-13T16:47:47Z,"Here some ability ideas

DEMON:  becomes a demon can fly and if player come demon's near he will die (use second: 10)

ANGEL: becomes a angel can fly and if he or his friend died he can revive (use second: 15)

INVISIBLE TRAP: places a single invisible trap to floor. and if player go near of trap he stuns 3 seconds


SPEAKER: puts a speaker on the ground and if he clicks on the feature again (such as the teleport feature), the speaker works and stuns the players near the speaker for 5 seconds",UCalc80nzzbREWYmRkERy5JA,1,UCU6GhyoPTmNNlb8ihX9QggQ,2024-10-09 15:45:45
JPekiqHWeuM,2024-08-13T16:47:47Z,A map editor for this game would be amazing,UCalc80nzzbREWYmRkERy5JA,65,UCd30GQ0YTBUzH4fA18dQCWg,2024-08-13 21:45:02
JPekiqHWeuM,2024-08-13T16:47:47Z,"I still think a mirror ability would be cool! I originally thought of it as a thing you would place, but I think it would be cooler if it turned you into a mirror for a short time, and you left mirror trails.",UCalc80nzzbREWYmRkERy5JA,29,UCaForxG6QyVWQ2awGCOpzuA,2024-08-16 04:18:51
JPekiqHWeuM,2024-08-13T16:47:47Z,"Suggestion:
Make a ability named: ""Umbrela""
That makes you Go to a direction non-stop
But heres the plot, If you get knockbacked From your front you came back to normal
And If its on the Back you Grow and get faster to the direction you was going. (This Can Combo With grapple, dash and Wind if multiplayer :])",UCalc80nzzbREWYmRkERy5JA,5,UCdlxduZm0OQ1eRgx26OAfIA,2024-09-19 20:09:12
JPekiqHWeuM,2024-08-13T16:47:47Z,"You should add a practice mode with dummies that respawn, love the game keep it up 👍",UCalc80nzzbREWYmRkERy5JA,36,UCNlwskS4RboQFLnE2-YeszA,2024-08-23 15:20:08
JPekiqHWeuM,2024-08-13T16:47:47Z,Omg i love this game because its so cool. Your one of my favourite devs and i pove the passion on this game,UCalc80nzzbREWYmRkERy5JA,22,UC-wKgXtuTgIT2U8urFQeb6A,2024-08-13 17:10:32
JPekiqHWeuM,2024-08-13T16:47:47Z,"add fusion, here it is how it works:
The fusion has a 1 minute length and a 1 minute cooldown after use, makes the attacks stronger and slightly bigger, now takes 2 instead of 1 hits to kill (unless you squish the fused players) both players need to have this ability and it takes around 3 seconds to fuse as the players need to press the certain Keys, if not the fusion will fail and will be WAY weaker, having twice the long cooldowns and moves slower.",UCalc80nzzbREWYmRkERy5JA,1,UCs8AuzS2-73TFPh4dTl39ng,2024-09-27 06:32:41
JPekiqHWeuM,2024-08-13T16:47:47Z,"The rumbling ha?
This is the most attack on titan thing I have ever heard😂",UCalc80nzzbREWYmRkERy5JA,54,UCsda5aY_fp4exl5I9stb7Lw,2024-08-13 18:55:32
JPekiqHWeuM,2024-08-13T16:47:47Z,Dude I was playing demo with my friends when this was released lol. Seems good!,UCalc80nzzbREWYmRkERy5JA,77,UCYSMLkmMAIrltgijkF5DbTg,2024-08-13 16:55:34
JPekiqHWeuM,2024-08-13T16:47:47Z,"You should add a stretch ability where if you get smushed from a island after 1-5 seconds after activating it and instead if death you just stretch out and once the ability duration is over you stop at the width you were at and just grow from the you can press the ability again to shrink back to normal and to stop people to just keep growing they will explode and die once they literally cannot move on one of the tiny islands or they fall off, the duration is 15 seconds and the cooldown is 30 seconds meaning you will probably be only to use it once bc of how fast the rounds usually are",UCalc80nzzbREWYmRkERy5JA,1,UCUB5ixc0Yw6KIrLTlI5nJcQ,2024-09-30 03:56:09
JPekiqHWeuM,2024-08-13T16:47:47Z,"2 ideas for abilities

1. add a bear trap when played it appears for a few seconds then disappears and when other players step on it they are stuck for a few seconds (only one or two are allowed at a time

2. make a swim ability so if u fall in the water u are immune and can swim for 5 seconds or less",UCalc80nzzbREWYmRkERy5JA,52,UC8hFbHlFhSkTGImfBJsgHCw,2024-08-20 23:34:51
JPekiqHWeuM,2024-08-13T16:47:47Z,"idea: have a sword/saber ability which swings a small sword (about the size of one and a half slimes) in front of the user and have push smaller platforms. also, for certain abilities, it can deflect most projectiles, such as the different kinds of guns, (like the copy one!) and stuff like the grenade and the rocket.
edit: have it interact with some abilities, such as if it hits a person using stone or someone throwing a platform with macho slime, it will knock back the player/platform and have it launch into other platforms/players",UCalc80nzzbREWYmRkERy5JA,133,UCl-P855oWKFUIYJIHqsdbUw,2024-08-13 17:03:47
JPekiqHWeuM,2024-08-13T16:47:47Z,"This game is so good. I saw your stuff ages ago, figured it wasn't available, and moved on. Then a friend introduced it, and I'm 20 hours in on the demo. Like, a game this good, that's free, AND has a better version?? That demo is probably the best decision you could make, because I am ready to spend a hundred bucks to get all my friends the game",UCalc80nzzbREWYmRkERy5JA,0,UClBZYcSPawVclq7yE7-q72w,2024-10-15 07:24:03
JPekiqHWeuM,2024-08-13T16:47:47Z,"Wait, is this actually being added??? This is such a cool idea and looks so fun! I'm glad you are back. This game is so fun to play, and I got my friends to play it too :D",UCalc80nzzbREWYmRkERy5JA,6,UCXpDCSvEccIJazNszbnBAvA,2024-08-13 17:08:15
JPekiqHWeuM,2024-08-13T16:47:47Z,I think an ability that absorbs enemy attacks then throws them back would be cool,UCalc80nzzbREWYmRkERy5JA,8,UCzgv1bnQgcj2UhPtYgoD4RA,2024-08-15 14:32:45
JPekiqHWeuM,2024-08-13T16:47:47Z,you could add something to pull someone into you directly so you could do some simple cool combos,UCalc80nzzbREWYmRkERy5JA,1,UChTwnptOtUzJP00vrU59ITg,2024-09-28 19:06:04
JPekiqHWeuM,2024-08-13T16:47:47Z,A funny idea you probably could add is if you use time stop while time is stopped you just implode,UCalc80nzzbREWYmRkERy5JA,12,UCJ67yp-O05Rh63b4sEU9khg,2024-08-28 20:40:12
JPekiqHWeuM,2024-08-13T16:47:47Z,Ok this may sound crazy. But your game is FCKIN UNDERRATED.,UCalc80nzzbREWYmRkERy5JA,5,UCfCz_v7hH1oN3lGMJ9iY_vA,2024-08-15 17:34:48
JPekiqHWeuM,2024-08-13T16:47:47Z,"Weapon idea the conver belt where u put on a platform and it will rotate infinity and u can add spikes to it or make it combine to other platforms 

And if u want to u can attach some one to it using a grappling and underneath u can add a spike so they slowly go to there death and u can mabye add turret for it",UCalc80nzzbREWYmRkERy5JA,1,UCInrlQQKFPY9Vy1ch3L9fdA,2024-10-16 20:59:22
JPekiqHWeuM,2024-08-13T16:47:47Z,"New ability ideas
1
Remote explosive you through it at a player or platform then you can use it again to detonate it in a smaller explosion 
2
An ability that lets you split up a platform into 2 pieces like the shrink ray but it’s a cut ray
It could be that your character turns into some scissors and cuts the platform",UCalc80nzzbREWYmRkERy5JA,15,UCprx9XKkfSdtratX_EVy0QQ,2024-08-15 11:46:39
JPekiqHWeuM,2024-08-13T16:47:47Z,"talking about random platforms appearing out of nowhere, i think there needs to be an indication when a platform comes back after getting hit with the disappear gun.",UCalc80nzzbREWYmRkERy5JA,41,UCh6qfXcvQbOj4cwD7oWSiow,2024-08-13 18:04:53
JPekiqHWeuM,2024-08-13T16:47:47Z,weapon idea: teleport its a simple teleport has a long cooldown can tp any where in the map but when you teleport it takes 2 seconds to teleport [another weapon idea] punch you punch them it does not kill them it makes them go flying takes a second to punch so tp and punch is not a op combo,UCalc80nzzbREWYmRkERy5JA,1,UCFSmoZQgQKkeXgE4-RMMgBQ,2024-09-28 15:14:25
JPekiqHWeuM,2024-08-13T16:47:47Z,"0:24
Yellow blob is experiencing mitosis like Alcatraz in MM😂
""As of 2020 alcatraz zone extends to west Texas"" ahh moment😭💀",UCalc80nzzbREWYmRkERy5JA,4,UCITn1WbR9j4KRY4zEl2xp4g,2024-08-24 08:49:34
JPekiqHWeuM,2024-08-13T16:47:47Z,"Add a projectile reflector
It could be like fox's reflector in smash bros but only lasts a second and had a cool down

Imagine placing a mine and the jumping ontop of it with a reflector to make it fly into an opponent at mach 10

Great ability",UCalc80nzzbREWYmRkERy5JA,4,UCpE2JVP-l2YFgf2t0dc3hVg,2024-08-13 18:42:51
JPekiqHWeuM,2024-08-13T16:47:47Z,"Add a revolver that shoots bullets to deal damage, and when he prepares to make the shot he says ""i did it like this""",UCalc80nzzbREWYmRkERy5JA,1,UCmJ5MQmNXgBhHB90vNcEhjA,2024-10-07 12:14:30
JPekiqHWeuM,2024-08-13T16:47:47Z,"Finally an update
Also add an ability with a really lomg cooldown that makes you control someone or somethin else if you hit it

Geez everyone hating",UCalc80nzzbREWYmRkERy5JA,20,UC5boD5mYA7TfWylysm6OjlA,2024-08-13 17:05:25
JPekiqHWeuM,2024-08-13T16:47:47Z,you should add an anti gravity gun where whatever you shoot (player or bomb or anything with gravity already) will fly into the distance in whatever direction they were already going in,UCalc80nzzbREWYmRkERy5JA,4,UCziTrTVe-DASD-19iwceqEA,2024-08-16 14:00:39
JPekiqHWeuM,2024-08-13T16:47:47Z,Oh my goodness I actually won around with this. Thank you for adding this thing is my guy died and then my copy stayed alive and then I got a revive and then I just waited until the game ended that worked so well.,UCalc80nzzbREWYmRkERy5JA,0,UCIZmm9N8TUt4-sjaAOUNIzQ,2024-10-15 04:23:46
JPekiqHWeuM,2024-08-13T16:47:47Z,"I want way to hit myself with these types of abilities without needing water
Maybe some type of reflection panel or like the bouncy slime from portal as an ability",UCalc80nzzbREWYmRkERy5JA,12,UCvGftyYKbt3nWffNcpRmXtA,2024-08-13 17:02:25
JPekiqHWeuM,2024-08-13T16:47:47Z,"Great ability! But i have an idea for another one, Enhance Ability, so you use it and for a certain amount of time any ability is enhanced so for example the macho slime would pick up a huge boulder and throw it faster, growth ray would make things huge, shrink ray can make it so they slowly shrink until they *Pop*, beam would be like when 4 beams collide, the missile becomes homing. smoke explodes on a random timer, teleport or swap you can simply click where you wanna swap, black hole grows at a constant rate and so on. I think it would be a solid ablility. And im looking forward to see the future of your indie game.",UCalc80nzzbREWYmRkERy5JA,6,UCh-40X6PQ5bT4CqSpgn4fQw,2024-08-14 06:47:50
JPekiqHWeuM,2024-08-13T16:47:47Z,Hey I love your videos but I haven’t even bought it yet I’m going to get it next week so thank you for making this game it seems so fun,UCalc80nzzbREWYmRkERy5JA,0,UCZldhDU7TQOUtV4l0IxCfKQ,2024-10-16 20:20:29
JPekiqHWeuM,2024-08-13T16:47:47Z,"I play it yesterday and the online mode was cool, but it will be cooler with more game mode (like race or else) or map selection or option modification, respect to you for creating a very simple but funny game",UCalc80nzzbREWYmRkERy5JA,4,UCO-3T1EuK69nnylguk1CJXQ,2024-08-13 18:39:38
JPekiqHWeuM,2024-08-13T16:47:47Z,"Some ideas I had for the game that could work:

Boomerang: Exactly how it sounds, throw it and it will come back, killing players in its path

Splitter: Be able to split a platform by shooting splitter at the spot where you want it to be split 

Mind control: be able to cast it on platforms where you can then move those platforms for a short amount of time. The smaller the platform, the easier it is to move.",UCalc80nzzbREWYmRkERy5JA,1,UCTudzLqg4Ut8_i8qyeMvWHw,2024-09-08 13:10:52
JPekiqHWeuM,2024-08-13T16:47:47Z,Hey you know that spinning platform? Yeah on the moon map. So I found out that you can place an electric thing on each side and spin it with the moving platform ability then use the boost/booster to make it spin faster. I just thought it was funny because one of the only ways to counter it is with a black hole,UCalc80nzzbREWYmRkERy5JA,1,UC7UBchkSz7h_wWe2Ejrcumg,2024-10-17 02:16:19
JPekiqHWeuM,2024-08-13T16:47:47Z,I think you should take the unused turret ablity and make it so you form into a minigun but it has recoil and a wind up,UCalc80nzzbREWYmRkERy5JA,1,UCcKTrLpva6vfdzy4bnshbnQ,2024-10-01 00:57:11
JPekiqHWeuM,2024-08-13T16:47:47Z,You should make it like a new ability per week,UCalc80nzzbREWYmRkERy5JA,1,UC3nWoH2IEvRmA0AVSru2c4Q,2024-10-08 09:07:27
JPekiqHWeuM,2024-08-13T16:47:47Z,"Ability ideas:
Hadouken kind of ability
-exponentially speeds up after you launch it
-when it hits something, it has a blast radius based on how long it's travelled
-can be affected by other explosions or abilities (say, grapple or mines)
-leaves an energy circle behind for approx. 10 seconds that's slightly smaller than the blast itself and kills anyone that touches it

Homing missiles (not sure if you did this one already)
-also speeds up the longer it flies
-would make for some cool combos like grappling the missile to fly to your enemy
-you get the point

Spike ball (i wasn't sure what to call this one)
-basically puffs up your character and adds spikes everywhere around it
-makes you float for as long as you use the ability
-holdable
-chargeable (affects the size of the spike ball)
-if used too long, makes your character pop and die

Fusion ability
-if two players have this equipped, they can fuse into one single big blob
-the fusion wears off after some time
-the fused blob has all the abilities the two fused blobs harness
-has a special ability that basically works like a ground pound (jump, use in air, smashes you down onto the platform under you)
-every player gets to control the fused blob for half the time it stays fused",UCalc80nzzbREWYmRkERy5JA,0,UC3XQHbL8ZJ8MaHBH3cbjABQ,2024-10-11 16:48:17
JPekiqHWeuM,2024-08-13T16:47:47Z,"I think grappling hooks should throw one end at a time, so it basically works the same if your grappling yourself, but if you are trying to attach a player, you can throw one end at the and the other end at whatever",UCalc80nzzbREWYmRkERy5JA,1,UC9iviAr8Xp6pz5pM51OIb5w,2024-09-22 15:23:25
JPekiqHWeuM,2024-08-13T16:47:47Z,You should add a health bar game mode where if you get hit with an ability it doesn't one shot you. If you're a big or you're the or if you have the buff ability then when you shoot the bow the arrow should fly farther and faster.,UCalc80nzzbREWYmRkERy5JA,1,UCKvOTqilfqaTNMGbO3UBGMQ,2024-10-07 15:36:04
JPekiqHWeuM,2024-08-13T16:47:47Z,"Hey I thought of a bunch of things you could add, let me know what you think.

Platform break - not an ability, but whenever the drill or explosions affect the platform too much, it breaks.

Shield -  allows you to block some abilities, has a time limit though.

Combine - you can combine with your clones to get bigger.

Separate - you can break apart into smaller clones, can't get too small thought.

Hammer - it would basically break platforms in half, could be more of a punch or something. You could also make it so the pebble bits are like a shotgun.

Op abilities - basically add abilities that are so op that they only allow the one. 

Bouncing Betty - it is basically a cannon or shotgun that bounces off of platforms, only bounces a few times though.

Push - if your close enough to someone you can push or launch them in a direction.

Oil spill - makes your slime trail flammable, could be useful and useless in different conditions.",UCalc80nzzbREWYmRkERy5JA,0,UCPJLsP8Cj-b88GMiy3OXU5A,2024-09-25 11:16:25
JPekiqHWeuM,2024-08-13T16:47:47Z,I have an idea for a npc mode where you fight npcs that spawn over time alowing you to try combos and play alone,UCalc80nzzbREWYmRkERy5JA,1,UCW3yfjGtBCCN7Z14NQxDq4g,2024-09-22 18:50:37
JPekiqHWeuM,2024-08-13T16:47:47Z,You should add a Molotov cocktail to the game that you throw like a grenade and will create a bit of fire that stays on the place you threw it for a while.,UCalc80nzzbREWYmRkERy5JA,1,UCF39edq-D6u_4_8vCemYRgQ,2024-09-24 04:01:13
JPekiqHWeuM,2024-08-13T16:47:47Z,"Ok, i have a concept that you might like, add an electro magnetic pulse or an ""E.M.P"" that when used will instantly turn off any ability or item near by, but thats just an idea, i just really love your game❤",UCalc80nzzbREWYmRkERy5JA,0,UCJsPjSgPGen8OmI-4UXXGcQ,2024-09-24 07:26:14
JPekiqHWeuM,2024-08-13T16:47:47Z,You should add a magical girl slime,UCalc80nzzbREWYmRkERy5JA,1,UCipgAPRh9SsKYxfzxA_onrg,2024-09-16 03:46:33
